State,MetalLevel,RatingAreaId,Age,IndividualRate
OH,Bronze,Rating Area 1,39,303.4675
OH,Bronze,Rating Area 10,39,476.4116
OH,Bronze,Rating Area 12,39,318.488
OH,Bronze,Rating Area 17,39,387.4737
OH,Bronze,Rating Area 2,39,407.629
OH,Bronze,Rating Area 7,39,330.62
OH,Bronze,Rating Area 8,39,342.196
OH,Bronze,Rating Area 10,40,482.4516
OH,Bronze,Rating Area 11,40,306.22
OH,Bronze,Rating Area 16,40,378.36
OH,Bronze,Rating Area 3,40,332.6185
OH,Bronze,Rating Area 4,40,328.727
OH,Bronze,Rating Area 15,41,344.3186
OH,Bronze,Rating Area 5,41,337.954
OH,Bronze,Rating Area 1,42,318.6162
OH,Bronze,Rating Area 17,42,406.8175
OH,Bronze,Rating Area 13,43,365.19
OH,Bronze,Rating Area 5,43,352.228
OH,Bronze,Rating Area 6,43,377.77
OH,Bronze,Rating Area 1,44,335.9287
OH,Bronze,Rating Area 12,44,352.555
OH,Bronze,Rating Area 17,44,428.9225
OH,Bronze,Rating Area 2,44,451.235
OH,Bronze,Rating Area 7,44,365.99
OH,Bronze,Rating Area 8,44,378.804
OH,Bronze,Rating Area 11,45,345.9958
OH,Bronze,Rating Area 14,45,359.9888
OH,Bronze,Rating Area 16,45,427.505
OH,Bronze,Rating Area 3,45,375.8228
OH,Bronze,Rating Area 4,45,371.426
OH,Bronze,Rating Area 9,45,361.1237
OH,Bronze,Rating Area 13,46,403.672
OH,Bronze,Rating Area 15,46,396.682
OH,Bronze,Rating Area 5,46,389.344
OH,Bronze,Rating Area 6,46,417.58
OH,Bronze,Rating Area 11,47,374.5083
OH,Bronze,Rating Area 14,47,389.6555
OH,Bronze,Rating Area 3,47,406.7957
OH,Bronze,Rating Area 4,47,402.036
OH,Bronze,Rating Area 9,47,390.8862
OH,Bronze,Rating Area 13,48,440.002
OH,Bronze,Rating Area 5,48,424.386
OH,Bronze,Rating Area 6,48,455.1611
OH,Bronze,Rating Area 1,49,410.2337
OH,Bronze,Rating Area 10,49,644.025
OH,Bronze,Rating Area 12,49,430.536
OH,Bronze,Rating Area 17,49,523.7937
OH,Bronze,Rating Area 2,49,551.042
OH,Bronze,Rating Area 7,49,446.94
OH,Bronze,Rating Area 8,49,462.592
OH,Bronze,Rating Area 11,50,427.94
OH,Bronze,Rating Area 14,50,445.25
OH,Bronze,Rating Area 16,50,528.7557
OH,Bronze,Rating Area 5,50,463.58
OH,Bronze,Rating Area 12,51,470.663
OH,Bronze,Rating Area 17,51,572.6125
OH,Bronze,Rating Area 3,51,485.3942
OH,Bronze,Rating Area 4,51,479.716
OH,Bronze,Rating Area 1,52,469.3875
OH,Bronze,Rating Area 13,52,525.312
OH,Bronze,Rating Area 2,52,630.502
OH,Bronze,Rating Area 7,52,511.385
OH,Bronze,Rating Area 11,53,488.8008
OH,Bronze,Rating Area 14,53,508.5733
OH,Bronze,Rating Area 5,53,529.51
OH,Expanded Bronze,Rating Area 5,28,308.06
OH,Expanded Bronze,Rating Area 6,28,348.0575
OH,Expanded Bronze,Rating Area 1,29,313.065
OH,Expanded Bronze,Rating Area 10,29,420.05
OH,Expanded Bronze,Rating Area 11,29,294.8333
OH,Expanded Bronze,Rating Area 16,29,378.2506
OH,Expanded Bronze,Rating Area 2,29,416.972
OH,Expanded Bronze,Rating Area 7,29,335.66
OH,Expanded Bronze,Rating Area 12,30,332.71
OH,Expanded Bronze,Rating Area 17,30,424.945
OH,Expanded Bronze,Rating Area 5,30,321.67
OH,Expanded Bronze,Rating Area 6,30,363.425
OH,Expanded Bronze,Rating Area 17,31,433.93
OH,Expanded Bronze,Rating Area 5,31,328.47
OH,Expanded Bronze,Rating Area 6,31,371.11
OH,Expanded Bronze,Rating Area 15,32,374.2235
OH,Expanded Bronze,Rating Area 3,32,324.36
OH,Expanded Bronze,Rating Area 4,32,336.504
OH,Expanded Bronze,Rating Area 9,32,333.36
OH,Expanded Bronze,Rating Area 12,33,351.18
OH,Expanded Bronze,Rating Area 17,33,448.5325
OH,Expanded Bronze,Rating Area 5,33,339.52
OH,Expanded Bronze,Rating Area 6,33,383.5975
OH,Expanded Bronze,Rating Area 13,34,391.64
OH,Expanded Bronze,Rating Area 15,34,384.03
OH,Expanded Bronze,Rating Area 3,34,332.86
OH,Expanded Bronze,Rating Area 4,34,345.322
OH,Expanded Bronze,Rating Area 9,34,342.09
OH,Expanded Bronze,Rating Area 13,35,394.22
OH,Expanded Bronze,Rating Area 15,35,386.5628
OH,Expanded Bronze,Rating Area 3,35,335.055
OH,Expanded Bronze,Rating Area 4,35,347.6
OH,Expanded Bronze,Rating Area 9,35,344.35
OH,Expanded Bronze,Rating Area 1,36,344.12
OH,Expanded Bronze,Rating Area 11,36,324.0733
OH,Expanded Bronze,Rating Area 14,36,365.0933
OH,Expanded Bronze,Rating Area 16,36,415.7731
OH,Expanded Bronze,Rating Area 2,36,458.334
OH,Expanded Bronze,Rating Area 7,36,368.95
OH,Expanded Bronze,Rating Area 8,36,364.05
OH,Expanded Bronze,Rating Area 13,37,399.39
OH,Expanded Bronze,Rating Area 3,37,339.44
OH,Expanded Bronze,Rating Area 9,37,348.86
OH,Expanded Bronze,Rating Area 11,38,328.2933
OH,Expanded Bronze,Rating Area 14,38,369.8416
OH,Expanded Bronze,Rating Area 2,38,464.298
OH,Expanded Bronze,Rating Area 8,38,368.79
OH,Expanded Bronze,Rating Area 1,39,353.075
OH,Expanded Bronze,Rating Area 11,39,332.51
OH,Expanded Bronze,Rating Area 14,39,374.5916
OH,Expanded Bronze,Rating Area 16,39,426.59
OH,Expanded Bronze,Rating Area 2,39,470.26
OH,Expanded Bronze,Rating Area 7,39,378.55
OH,Expanded Bronze,Rating Area 8,39,373.52
OH,Expanded Bronze,Rating Area 15,40,404.275
OH,Expanded Bronze,Rating Area 3,40,350.405
OH,Expanded Bronze,Rating Area 4,40,363.526
OH,Expanded Bronze,Rating Area 9,40,360.13
OH,Expanded Bronze,Rating Area 17,41,487.47
OH,Expanded Bronze,Rating Area 5,41,369
OH,Expanded Bronze,Rating Area 6,41,416.8975
OH,Expanded Bronze,Rating Area 1,42,370.7
OH,Expanded Bronze,Rating Area 10,42,497.3766
OH,Expanded Bronze,Rating Area 16,42,447.8843
OH,Expanded Bronze,Rating Area 2,42,493.734
OH,Expanded Bronze,Rating Area 7,42,397.45
OH,Expanded Bronze,Rating Area 12,43,397.79
OH,Expanded Bronze,Rating Area 17,43,508.0625
OH,Expanded Bronze,Rating Area 5,43,384.58
OH,Expanded Bronze,Rating Area 6,43,434.51
KY,Bronze,Rating Area 2,34,350.13
KY,Bronze,Rating Area 8,34,319.2225
KY,Bronze,Rating Area 1,35,329.01
KY,Bronze,Rating Area 2,35,352.44
KY,Bronze,Rating Area 7,35,328.725
KY,Bronze,Rating Area 8,35,321.3275
KY,Bronze,Rating Area 6,36,399.07
KY,Bronze,Rating Area 8,37,325.535
KY,Bronze,Rating Area 1,38,335.47
KY,Bronze,Rating Area 6,39,409.45
KY,Bronze,Rating Area 1,40,344.09
KY,Bronze,Rating Area 2,40,368.59
KY,Bronze,Rating Area 7,40,343.79
KY,Bronze,Rating Area 8,40,336.0525
KY,Bronze,Rating Area 3,41,345.51
KY,Bronze,Rating Area 4,41,342.0975
KY,Bronze,Rating Area 5,42,360.08
KY,Bronze,Rating Area 6,42,429.89
KY,Bronze,Rating Area 6,44,453.2525
KY,Bronze,Rating Area 2,45,416.46
KY,Bronze,Rating Area 7,45,388.445
KY,Bronze,Rating Area 8,45,379.7025
KY,Bronze,Rating Area 3,46,398.052
KY,Bronze,Rating Area 4,46,394.125
KY,Bronze,Rating Area 4,47,410.675
KY,Bronze,Rating Area 5,48,444.3275
KY,Bronze,Rating Area 3,50,473.948
KY,Bronze,Rating Area 4,50,469.27
KY,Bronze,Rating Area 1,51,502.13
KY,Bronze,Rating Area 2,51,537.88
KY,Bronze,Rating Area 7,51,501.695
KY,Bronze,Rating Area 8,51,490.4075
KY,Bronze,Rating Area 5,52,530.475
KY,Bronze,Rating Area 6,52,633.3175
KY,Bronze,Rating Area 3,53,541.352
KY,Bronze,Rating Area 4,53,536.01
KY,Bronze,Rating Area 2,54,615.76
KY,Bronze,Rating Area 7,54,574.3275
KY,Bronze,Rating Area 8,54,561.4
KY,Bronze,Rating Area 6,55,723.5175
KY,Bronze,Rating Area 2,57,702.86
KY,Bronze,Rating Area 8,57,640.815
KY,Bronze,Rating Area 1,58,686.02
KY,Bronze,Rating Area 5,59,707.39
KY,Bronze,Rating Area 1,60,730.72
KY,Bronze,Rating Area 2,60,782.74
KY,Bronze,Rating Area 7,60,730.08
KY,Bronze,Rating Area 8,60,713.6525
KY,Bronze,Rating Area 1,61,756.56
KY,Bronze,Rating Area 2,61,810.43
KY,Bronze,Rating Area 7,61,755.905
KY,Bronze,Rating Area 8,61,738.8925
KY,Bronze,Rating Area 3,62,762.4
KY,Bronze,Rating Area 4,62,754.875
KY,Bronze,Rating Area 3,63,783.364
KY,Bronze,Rating Area 4,63,775.6325
KY,Bronze,Rating Area 1,64,807.72
KY,Bronze,Rating Area 2,64,865.23
KY,Bronze,Rating Area 7,64,807.015
KY,Bronze,Rating Area 8,64,788.8575
KY,Catastrophic,Rating Area 1,14,142.71
KY,Catastrophic,Rating Area 2,14,152.87
KY,Catastrophic,Rating Area 7,14,152.135
KY,Catastrophic,Rating Area 2,15,166.46
KY,Catastrophic,Rating Area 8,15,171.64
KY,Catastrophic,Rating Area 3,16,158.61
KY,Catastrophic,Rating Area 4,16,173.92
KY,Catastrophic,Rating Area 1,17,165.1
KY,Catastrophic,Rating Area 2,17,176.85
KY,Catastrophic,Rating Area 7,17,176.005
KY,Catastrophic,Rating Area 8,17,182.35
KY,Catastrophic,Rating Area 5,18,179.03
KY,Catastrophic,Rating Area 6,18,220.295
KY,Catastrophic,Rating Area 3,19,173.7533
KY,Catastrophic,Rating Area 4,19,190.52
KY,Catastrophic,Rating Area 8,20,199.865
KY,Catastrophic,Rating Area 2,22,199.83
KY,Catastrophic,Rating Area 7,22,198.875
KY,Catastrophic,Rating Area 8,22,206.045
KY,Catastrophic,Rating Area 3,23,184.65
KY,Catastrophic,Rating Area 4,23,202.47
KY,Catastrophic,Rating Area 6,25,242.255
KY,Catastrophic,Rating Area 3,26,189.0833
KY,Catastrophic,Rating Area 4,26,207.325
OH,Bronze,Rating Area 6,53,567.9066
OH,Bronze,Rating Area 10,54,805.975
OH,Bronze,Rating Area 12,54,538.802
OH,Bronze,Rating Area 3,54,555.6657
OH,Bronze,Rating Area 4,54,549.164
OH,Bronze,Rating Area 9,54,533.9337
OH,Bronze,Rating Area 1,55,536.2375
OH,Bronze,Rating Area 13,55,600.124
OH,Bronze,Rating Area 2,55,720.295
OH,Bronze,Rating Area 7,55,584.22
OH,Bronze,Rating Area 8,55,604.676
OH,Bronze,Rating Area 14,56,581.6166
OH,Bronze,Rating Area 15,56,616.9706
OH,Bronze,Rating Area 5,56,605.564
OH,Bronze,Rating Area 6,56,649.4744
OH,Bronze,Rating Area 10,57,919.9783
OH,Bronze,Rating Area 12,57,615.017
OH,Bronze,Rating Area 3,57,634.2671
OH,Bronze,Rating Area 4,57,626.845
OH,Bronze,Rating Area 9,57,609.4612
OH,Bronze,Rating Area 1,58,612.7025
OH,Bronze,Rating Area 13,58,685.702
OH,Bronze,Rating Area 2,58,823.009
OH,Bronze,Rating Area 7,58,667.53
OH,Bronze,Rating Area 8,58,690.904
OH,Bronze,Rating Area 14,59,648.9266
OH,Bronze,Rating Area 15,59,688.3733
OH,Bronze,Rating Area 5,59,675.646
OH,Bronze,Rating Area 6,59,724.64
OH,Bronze,Rating Area 10,60,1024.55
OH,Bronze,Rating Area 11,60,650.2966
OH,Bronze,Rating Area 16,60,803.495
OH,Bronze,Rating Area 4,60,698.096
OH,Bronze,Rating Area 8,60,735.918
OH,Bronze,Rating Area 11,61,673.2983
OH,Bronze,Rating Area 14,61,700.5322
OH,Bronze,Rating Area 16,61,831.9171
OH,Bronze,Rating Area 3,61,731.3485
OH,Bronze,Rating Area 4,61,722.791
OH,Bronze,Rating Area 9,61,702.7412
OH,Bronze,Rating Area 13,62,773.168
OH,Bronze,Rating Area 15,62,759.7766
OH,Bronze,Rating Area 5,62,745.728
OH,Bronze,Rating Area 6,62,799.8011
OH,Bronze,Rating Area 13,63,794.424
OH,Bronze,Rating Area 15,63,780.6686
OH,Bronze,Rating Area 5,63,766.234
OH,Bronze,Rating Area 6,63,821.7944
OH,Bronze,Rating Area 1,64,721.3912
OH,Bronze,Rating Area 13,64,807.34
OH,Bronze,Rating Area 2,64,969.008
OH,Bronze,Rating Area 7,64,785.94
OH,Bronze,Rating Area 8,64,813.466
OH,Catastrophic,Rating Area 13,14,169.49
OH,Catastrophic,Rating Area 15,14,162.4466
OH,Catastrophic,Rating Area 5,14,148.9
OH,Catastrophic,Rating Area 6,14,149.085
OH,Catastrophic,Rating Area 10,15,198.3
OH,Catastrophic,Rating Area 12,15,177.4233
OH,Catastrophic,Rating Area 3,15,156.96
OH,Catastrophic,Rating Area 4,15,155.9333
OH,Catastrophic,Rating Area 9,15,156.595
OH,Catastrophic,Rating Area 11,16,165.6275
OH,Catastrophic,Rating Area 14,16,170.9133
OH,Catastrophic,Rating Area 16,16,193.786
OH,Catastrophic,Rating Area 5,16,167.2
OH,Catastrophic,Rating Area 12,17,188.5033
OH,Catastrophic,Rating Area 17,17,212.52
OH,Catastrophic,Rating Area 3,17,166.76
OH,Catastrophic,Rating Area 4,17,165.67
OH,Catastrophic,Rating Area 1,18,176.31
OH,Catastrophic,Rating Area 13,18,202.28
OH,Catastrophic,Rating Area 15,18,193.8733
OH,Catastrophic,Rating Area 2,18,223.15
OH,Catastrophic,Rating Area 7,18,187.65
OH,Catastrophic,Rating Area 11,19,181.4325
OH,Catastrophic,Rating Area 14,19,187.2266
OH,Catastrophic,Rating Area 16,19,212.286
OH,Catastrophic,Rating Area 5,19,183.16
OH,Catastrophic,Rating Area 6,19,183.39
OH,Catastrophic,Rating Area 11,20,187.0275
OH,Catastrophic,Rating Area 14,20,192.9966
OH,Catastrophic,Rating Area 3,20,182.775
OH,Expanded Bronze,Rating Area 1,44,390.84
OH,Expanded Bronze,Rating Area 11,44,368.0733
OH,Expanded Bronze,Rating Area 14,44,414.6633
OH,Expanded Bronze,Rating Area 16,44,472.2231
OH,Expanded Bronze,Rating Area 2,44,520.566
OH,Expanded Bronze,Rating Area 7,44,419.05
OH,Expanded Bronze,Rating Area 8,44,413.48
OH,Expanded Bronze,Rating Area 13,45,465.84
OH,Expanded Bronze,Rating Area 15,45,456.7885
OH,Expanded Bronze,Rating Area 3,45,395.92
OH,Expanded Bronze,Rating Area 4,45,410.744
OH,Expanded Bronze,Rating Area 9,45,406.9
OH,Expanded Bronze,Rating Area 12,46,439.71
OH,Expanded Bronze,Rating Area 17,46,561.6025
OH,Expanded Bronze,Rating Area 5,46,425.11
OH,Expanded Bronze,Rating Area 6,46,480.3
OH,Expanded Bronze,Rating Area 13,47,504.23
OH,Expanded Bronze,Rating Area 9,47,440.44
OH,Expanded Bronze,Rating Area 10,48,613.75
OH,Expanded Bronze,Rating Area 12,48,479.28
OH,Expanded Bronze,Rating Area 17,48,612.1475
OH,Expanded Bronze,Rating Area 6,48,523.525
OH,Expanded Bronze,Rating Area 11,49,449.4933
OH,Expanded Bronze,Rating Area 14,49,506.3816
OH,Expanded Bronze,Rating Area 16,49,576.6731
OH,Expanded Bronze,Rating Area 2,49,635.706
OH,Expanded Bronze,Rating Area 7,49,511.73
OH,Expanded Bronze,Rating Area 8,49,504.94
OH,Expanded Bronze,Rating Area 17,50,668.6825
OH,Expanded Bronze,Rating Area 5,50,506.17
OH,Expanded Bronze,Rating Area 6,50,571.875
OH,Expanded Bronze,Rating Area 15,51,589.965
OH,Expanded Bronze,Rating Area 3,51,511.355
OH,Expanded Bronze,Rating Area 4,51,530.498
OH,Expanded Bronze,Rating Area 9,51,525.54
OH,Expanded Bronze,Rating Area 1,52,546.11
OH,Expanded Bronze,Rating Area 10,52,732.74
OH,Expanded Bronze,Rating Area 11,52,514.3066
OH,Expanded Bronze,Rating Area 16,52,659.8281
OH,Expanded Bronze,Rating Area 2,52,727.374
OH,Expanded Bronze,Rating Area 7,52,585.52
OH,Expanded Bronze,Rating Area 8,52,577.75
OH,Expanded Bronze,Rating Area 12,53,598
OH,Expanded Bronze,Rating Area 17,53,763.7775
OH,Expanded Bronze,Rating Area 5,53,578.15
OH,Expanded Bronze,Rating Area 6,53,653.2075
OH,Expanded Bronze,Rating Area 13,54,688.76
OH,Expanded Bronze,Rating Area 15,54,675.3742
OH,Expanded Bronze,Rating Area 3,54,585.385
OH,Expanded Bronze,Rating Area 4,54,607.302
OH,Expanded Bronze,Rating Area 9,54,601.62
OH,Expanded Bronze,Rating Area 1,55,623.89
OH,Expanded Bronze,Rating Area 11,55,587.5566
OH,Expanded Bronze,Rating Area 14,55,661.92
OH,Expanded Bronze,Rating Area 16,55,753.8
OH,Expanded Bronze,Rating Area 2,55,830.964
OH,Expanded Bronze,Rating Area 7,55,668.91
OH,Expanded Bronze,Rating Area 8,55,660.03
OH,Expanded Bronze,Rating Area 12,56,683.89
OH,Expanded Bronze,Rating Area 17,56,873.48
OH,Expanded Bronze,Rating Area 5,56,661.19
OH,Expanded Bronze,Rating Area 6,56,747.0225
OH,Expanded Bronze,Rating Area 13,57,786.19
OH,Expanded Bronze,Rating Area 15,57,770.9085
OH,Expanded Bronze,Rating Area 3,57,668.185
OH,Expanded Bronze,Rating Area 4,57,693.204
OH,Expanded Bronze,Rating Area 9,57,686.72
OH,Expanded Bronze,Rating Area 11,58,671.3433
OH,Expanded Bronze,Rating Area 14,58,756.3066
OH,Expanded Bronze,Rating Area 16,58,861.2906
KY,Catastrophic,Rating Area 5,27,205.505
KY,Catastrophic,Rating Area 6,27,252.87
KY,Catastrophic,Rating Area 5,28,213.15
KY,Catastrophic,Rating Area 6,28,262.28
KY,Catastrophic,Rating Area 1,29,208.75
KY,Catastrophic,Rating Area 2,29,223.61
KY,Catastrophic,Rating Area 7,29,222.54
KY,Catastrophic,Rating Area 8,29,230.565
KY,Catastrophic,Rating Area 5,30,222.565
KY,Catastrophic,Rating Area 6,30,273.865
KY,Catastrophic,Rating Area 5,31,227.265
KY,Catastrophic,Rating Area 6,31,279.655
KY,Catastrophic,Rating Area 3,32,218.4366
KY,Catastrophic,Rating Area 4,32,239.52
KY,Catastrophic,Rating Area 6,33,289.065
KY,Catastrophic,Rating Area 3,35,225.64
KY,Catastrophic,Rating Area 4,35,247.415
KY,Catastrophic,Rating Area 2,36,245.79
KY,Catastrophic,Rating Area 7,36,244.615
KY,Catastrophic,Rating Area 8,36,253.435
KY,Catastrophic,Rating Area 5,37,242.76
KY,Catastrophic,Rating Area 3,38,230.07
KY,Catastrophic,Rating Area 4,38,252.275
KY,Catastrophic,Rating Area 8,39,260.03
KY,Catastrophic,Rating Area 3,40,235.98
KY,Catastrophic,Rating Area 4,40,258.75
KY,Catastrophic,Rating Area 5,41,255.31
KY,Catastrophic,Rating Area 6,41,314.16
KY,Catastrophic,Rating Area 1,42,247.18
KY,Catastrophic,Rating Area 2,42,264.77
KY,Catastrophic,Rating Area 7,42,263.505
KY,Catastrophic,Rating Area 8,42,273.015
KY,Catastrophic,Rating Area 6,43,327.43
KY,Catastrophic,Rating Area 2,44,279.16
KY,Catastrophic,Rating Area 7,44,277.825
KY,Catastrophic,Rating Area 8,44,287.85
KY,Catastrophic,Rating Area 3,45,266.6333
KY,Catastrophic,Rating Area 4,45,292.365
KY,Catastrophic,Rating Area 5,46,294.135
KY,Catastrophic,Rating Area 6,46,361.935
KY,Catastrophic,Rating Area 5,47,306.485
KY,Catastrophic,Rating Area 1,48,305.01
KY,Catastrophic,Rating Area 8,49,351.515
KY,Catastrophic,Rating Area 3,50,329.78
KY,Catastrophic,Rating Area 2,51,372.68
KY,Catastrophic,Rating Area 8,51,384.275
KY,Catastrophic,Rating Area 5,53,400.025
KY,Catastrophic,Rating Area 4,54,432.27
KY,Catastrophic,Rating Area 1,55,416.01
KY,Catastrophic,Rating Area 7,55,443.49
KY,Catastrophic,Rating Area 5,56,457.48
KY,Catastrophic,Rating Area 6,56,562.925
KY,Catastrophic,Rating Area 3,57,449.9866
KY,Catastrophic,Rating Area 4,57,493.415
KY,Catastrophic,Rating Area 1,58,475.33
KY,Catastrophic,Rating Area 2,58,509.17
KY,Catastrophic,Rating Area 7,58,506.73
KY,Catastrophic,Rating Area 5,59,510.42
KY,Catastrophic,Rating Area 6,59,628.075
KY,Catastrophic,Rating Area 2,60,542.34
KY,Catastrophic,Rating Area 7,60,539.745
KY,Catastrophic,Rating Area 8,60,559.21
KY,Catastrophic,Rating Area 8,61,578.985
KY,Catastrophic,Rating Area 5,63,578.855
KY,Catastrophic,Rating Area 3,64,553.9433
KY,Catastrophic,Rating Area 4,64,607.4
KY,Expanded Bronze,Rating Area 3,14,190.635
KY,Expanded Bronze,Rating Area 4,14,229.12
KY,Expanded Bronze,Rating Area 3,15,207.58
KY,Expanded Bronze,Rating Area 4,15,249.48
KY,Expanded Bronze,Rating Area 5,16,223.52
KY,Expanded Bronze,Rating Area 4,17,265.06
KY,Expanded Bronze,Rating Area 1,18,256.62
KY,Expanded Bronze,Rating Area 7,18,242.05
KY,Expanded Bronze,Rating Area 5,19,244.86
KY,Expanded Bronze,Rating Area 6,19,307.51
OH,Catastrophic,Rating Area 4,20,181.58
OH,Catastrophic,Rating Area 9,20,182.345
OH,Catastrophic,Rating Area 13,21,221.56
OH,Catastrophic,Rating Area 5,21,194.64
OH,Catastrophic,Rating Area 6,21,194.885
OH,Catastrophic,Rating Area 11,22,192.8075
OH,Catastrophic,Rating Area 14,22,198.97
OH,Catastrophic,Rating Area 16,22,225.598
OH,Catastrophic,Rating Area 3,22,188.43
OH,Catastrophic,Rating Area 4,22,187.1966
OH,Catastrophic,Rating Area 9,22,187.985
OH,Catastrophic,Rating Area 13,23,221.56
OH,Catastrophic,Rating Area 15,23,212.3533
OH,Catastrophic,Rating Area 5,23,194.64
OH,Catastrophic,Rating Area 6,23,194.885
OH,Catastrophic,Rating Area 13,24,221.56
OH,Catastrophic,Rating Area 5,24,194.64
OH,Catastrophic,Rating Area 6,24,194.885
OH,Catastrophic,Rating Area 1,25,193.885
OH,Catastrophic,Rating Area 12,25,213.8466
OH,Catastrophic,Rating Area 17,25,241.1
OH,Catastrophic,Rating Area 2,25,245.39
OH,Catastrophic,Rating Area 7,25,206.36
OH,Catastrophic,Rating Area 8,25,203.62
OH,Catastrophic,Rating Area 15,26,217.445
OH,Catastrophic,Rating Area 5,26,199.31
OH,Catastrophic,Rating Area 1,27,202.38
OH,Catastrophic,Rating Area 17,27,251.665
OH,Catastrophic,Rating Area 1,28,209.915
OH,Catastrophic,Rating Area 12,28,231.5266
OH,Catastrophic,Rating Area 17,28,261.035
OH,Catastrophic,Rating Area 2,28,265.6766
OH,Catastrophic,Rating Area 7,28,223.42
OH,Catastrophic,Rating Area 10,29,266.38
OH,Catastrophic,Rating Area 11,29,215.755
OH,Catastrophic,Rating Area 16,29,252.44
OH,Catastrophic,Rating Area 3,29,210.85
OH,Catastrophic,Rating Area 4,29,209.47
OH,Catastrophic,Rating Area 1,30,219.185
OH,Catastrophic,Rating Area 13,30,251.47
OH,Catastrophic,Rating Area 2,30,277.4066
OH,Catastrophic,Rating Area 7,30,233.28
OH,Catastrophic,Rating Area 1,31,223.815
OH,Catastrophic,Rating Area 13,31,256.79
OH,Catastrophic,Rating Area 15,31,246.1116
OH,Catastrophic,Rating Area 11,32,228.095
OH,Catastrophic,Rating Area 14,32,235.3766
OH,Catastrophic,Rating Area 16,32,266.88
OH,Catastrophic,Rating Area 5,32,230.26
OH,Catastrophic,Rating Area 1,33,231.35
OH,Catastrophic,Rating Area 13,33,265.43
OH,Catastrophic,Rating Area 2,33,292.8066
OH,Catastrophic,Rating Area 7,33,246.23
OH,Catastrophic,Rating Area 8,33,242.96
OH,Catastrophic,Rating Area 14,34,241.5466
OH,Catastrophic,Rating Area 15,34,257.7933
OH,Catastrophic,Rating Area 5,34,236.29
OH,Catastrophic,Rating Area 6,34,236.59
OH,Catastrophic,Rating Area 11,35,235.6125
OH,Catastrophic,Rating Area 14,35,243.1366
OH,Catastrophic,Rating Area 5,35,237.85
OH,Catastrophic,Rating Area 6,35,238.15
OH,Catastrophic,Rating Area 10,36,292.8
OH,Catastrophic,Rating Area 12,36,261.9833
OH,Catastrophic,Rating Area 3,36,231.765
OH,Catastrophic,Rating Area 4,36,230.25
OH,Catastrophic,Rating Area 9,36,231.22
OH,Catastrophic,Rating Area 15,37,262.8866
OH,Catastrophic,Rating Area 5,37,240.96
OH,Catastrophic,Rating Area 6,37,241.27
OH,Catastrophic,Rating Area 10,38,296.61
OH,Catastrophic,Rating Area 11,38,240.2425
OH,Catastrophic,Rating Area 16,38,281.09
OH,Catastrophic,Rating Area 3,38,234.785
OH,Catastrophic,Rating Area 4,38,233.2466
OH,Catastrophic,Rating Area 9,38,234.23
OH,Catastrophic,Rating Area 10,39,300.42
KY,Expanded Bronze,Rating Area 3,20,241.72
KY,Expanded Bronze,Rating Area 4,20,290.52
KY,Expanded Bronze,Rating Area 5,21,260.21
KY,Expanded Bronze,Rating Area 6,21,326.79
KY,Expanded Bronze,Rating Area 3,22,249.195
KY,Expanded Bronze,Rating Area 4,22,299.5
KY,Expanded Bronze,Rating Area 5,23,260.21
KY,Expanded Bronze,Rating Area 6,23,326.79
KY,Expanded Bronze,Rating Area 5,24,260.21
KY,Expanded Bronze,Rating Area 6,24,326.79
KY,Expanded Bronze,Rating Area 1,25,282.19
KY,Expanded Bronze,Rating Area 2,25,302.28
KY,Expanded Bronze,Rating Area 7,25,266.17
KY,Expanded Bronze,Rating Area 8,25,317.88
KY,Expanded Bronze,Rating Area 5,26,266.46
KY,Expanded Bronze,Rating Area 1,27,294.56
KY,Expanded Bronze,Rating Area 1,28,305.52
KY,Expanded Bronze,Rating Area 2,28,327.27
KY,Expanded Bronze,Rating Area 7,28,288.17
KY,Expanded Bronze,Rating Area 3,29,278.85
KY,Expanded Bronze,Rating Area 4,29,335.14
KY,Expanded Bronze,Rating Area 1,30,319.01
KY,Expanded Bronze,Rating Area 2,30,341.73
KY,Expanded Bronze,Rating Area 7,30,300.9
KY,Expanded Bronze,Rating Area 1,31,325.76
KY,Expanded Bronze,Rating Area 5,32,307.83
KY,Expanded Bronze,Rating Area 1,33,336.72
KY,Expanded Bronze,Rating Area 2,33,360.69
KY,Expanded Bronze,Rating Area 7,33,317.6
KY,Expanded Bronze,Rating Area 8,33,379.3
KY,Expanded Bronze,Rating Area 5,34,315.89
KY,Expanded Bronze,Rating Area 6,34,396.72
KY,Expanded Bronze,Rating Area 5,35,317.98
KY,Expanded Bronze,Rating Area 6,35,399.34
KY,Expanded Bronze,Rating Area 3,36,306.505
KY,Expanded Bronze,Rating Area 4,36,368.39
KY,Expanded Bronze,Rating Area 5,37,322.14
KY,Expanded Bronze,Rating Area 6,37,404.57
KY,Expanded Bronze,Rating Area 3,38,310.495
KY,Expanded Bronze,Rating Area 4,38,373.18
KY,Expanded Bronze,Rating Area 3,39,314.485
KY,Expanded Bronze,Rating Area 4,39,377.97
KY,Expanded Bronze,Rating Area 5,40,332.55
KY,Expanded Bronze,Rating Area 6,40,417.64
KY,Expanded Bronze,Rating Area 1,41,365.95
KY,Expanded Bronze,Rating Area 7,41,345.17
KY,Expanded Bronze,Rating Area 4,42,396.84
KY,Expanded Bronze,Rating Area 1,43,381.41
KY,Expanded Bronze,Rating Area 2,43,408.57
